lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh
hormone	noun	noun	a chemical substance produced by a gland that regulates specific body functions	荷爾蒙；激素	醫學用語，常見 growth hormone（生長激素）、stress hormone（壓力荷爾蒙）。	Adrenaline is a hormone released during stress or excitement.	腎上腺素是一種在壓力或興奮時釋放的荷爾蒙。
horn	noun	noun	a hard, pointed structure on the head of certain animals, or a device that makes a loud warning sound	（動物的）角；喇叭；號角	常見 a car horn（汽車喇叭）；也指動物頭上的角，如 a bull's horn。	The driver honked his horn to warn the pedestrian.	司機按喇叭警告那名行人。
horrendous	adjective	adjective	extremely unpleasant, horrifying, or shocking	極其可怕的；駭人的	語氣強烈，常修飾 accident、mistake 等，日常口語中也可誇張形容糟糕的情況。	The traffic this morning was horrendous.	今早的交通糟糕透頂。
horrible	adjective	adjective	causing horror; extremely unpleasant or disagreeable	可怕的；令人厭惡的	口語中常用來誇張形容令人不快的人事物，如 horrible weather。	The soup tasted horrible after being left out overnight.	這碗湯放了一整夜後味道糟透了。
horrific	adjective	adjective	causing horror; extremely shocking	駭人聽聞的；令人震驚恐懼的	比 horrible 更強調震驚與恐懼，常修飾事故或災難，如 a horrific crash。	The horrific crash left several vehicles completely destroyed.	這起駭人聽聞的車禍讓好幾輛車完全毀損。
horror	noun	noun	an intense feeling of fear, shock, or disgust	恐懼；驚駭	常見 to my horror（令我驚駭的是）、a horror movie（恐怖片）。	To her horror, she realized she had left the stove on.	她驚駭地發現自己忘了關爐火。
hose	noun	noun	a flexible tube used to convey water or other liquids	軟管；水管	常見 a garden hose（花園澆水軟管）、a fire hose（消防水管）。	He used a hose to wash the mud off his car.	他用軟管沖洗掉車上的泥巴。
hose	verb	verb	to water, wash, or spray something using a hose	用軟管沖洗（水）	常接 down，如 hose down the car，強調用水管沖洗清潔的動作。	They hosed down the driveway after the party.	派對結束後，他們用水管沖洗了車道。
hospitable	adjective	adjective	friendly and welcoming to guests or strangers	好客的；殷勤款待的	常見 a hospitable host、a hospitable environment，強調待人親切熱情。	The locals were extremely hospitable to visiting tourists.	當地人對來訪的遊客非常好客。
hospitality	noun	noun	the friendly and generous treatment of guests or strangers	好客；殷勤款待	常見 thank someone for their hospitality（感謝某人的款待）；也指飯店餐飲產業，如 hospitality industry。	We are grateful for the warm hospitality shown to us during our stay.	我們對這趟住宿期間受到的熱情款待深表感激。
hostage	noun	noun	a person seized or held as security for the fulfillment of a condition	人質	常見 take someone hostage（挾持某人為人質）、hostage negotiation（人質談判）。	The gunman took several employees hostage inside the bank.	那名持槍歹徒在銀行內挾持了數名員工作為人質。
hostile	adjective	adjective	unfriendly or antagonistic	懷有敵意的；不友善的	常見 a hostile reaction（充滿敵意的反應）、a hostile takeover（惡意併購，商業用語）。	The audience gave the speaker a hostile reception.	聽眾對這位演講者的反應充滿敵意。
hostile	noun	noun	an enemy combatant or hostile force, especially in military contexts	敵方（人員或勢力）	多見於軍事語境，常用複數 hostiles，指敵方戰鬥人員。	The patrol reported spotting hostiles near the border.	巡邏隊回報在邊界附近發現了敵方人員。
hostility	noun	noun	unfriendliness or opposition, or a state of conflict	敵意；敵對狀態	常見複數 hostilities，指戰爭或武裝衝突，如 the outbreak of hostilities（戰事爆發）。	There was a clear sense of hostility between the two rival companies.	這兩家競爭公司之間明顯存在敵意。
household	noun	noun	a home and its occupants regarded as a unit	家庭；戶	常見 household income（家庭收入）、household chores（家事）；統計語境常用來計算單位。	The average household in the city spends a large portion of income on rent.	這座城市裡的一般家庭把很大一部分收入花在房租上。
hover	verb	verb	to remain suspended in one place in the air, or to wait around uncertainly near a person or place	（在空中）盤旋；徘徊；逗留	常見 hover over/near，如 the drone hovered above the field；也可比喻人在附近徘徊等待。	The helicopter hovered above the accident scene.	直升機在事故現場上空盤旋。
hull	noun	noun	the main body of a ship, boat, or aircraft, excluding masts, rigging, and engines	船體；（飛機的）機身	常見 the hull of a ship（船體）；也可指水果種子的外殼（較少見用法）。	Water was leaking through a crack in the ship's hull.	水正從船體的裂縫滲入。
humane	adjective	adjective	having or showing compassion or benevolence, especially toward those suffering	人道的；仁慈的	常見 a humane way to treat animals（對待動物的人道方式），強調對待生命體時富有同情心。	The shelter promotes humane treatment of stray animals.	這間收容所提倡以人道方式對待流浪動物。
humanitarian	adjective	adjective	concerned with or seeking to promote human welfare	人道主義的；博愛的	常見 humanitarian aid（人道救援）、humanitarian crisis（人道危機）。	The organization provides humanitarian aid to refugees.	這個組織為難民提供人道救援。
humanitarian	noun	noun	a person who works to promote human welfare and reduce suffering	人道主義者	常指從事救援或慈善工作的人，如 a well-known humanitarian。	She is widely admired as a humanitarian for her relief work abroad.	她因在海外從事救援工作而廣受讚譽為人道主義者。
humanity	noun	noun	human beings collectively, or the quality of being humane	人類；人道；仁慈	常見 the future of humanity（人類的未來）；也指人性中的仁慈，如 show humanity toward。	Climate change poses a serious threat to humanity.	氣候變遷對人類構成嚴重威脅。
humble	adjective	adjective	having or showing a modest estimate of one's own importance	謙遜的；謙虛的	常見 a humble attitude（謙遜的態度），與 arrogant（傲慢的）相對。	Despite her success, she remained humble and down-to-earth.	儘管功成名就，她依然保持謙遜、腳踏實地。
humble	verb	verb	to make someone feel less important or proud	使謙卑；使自覺渺小	常用被動語態 be humbled by，如 be humbled by the experience（因這段經歷而感到謙卑）。	The team was humbled by their unexpected defeat.	這支隊伍因意外落敗而感到謙卑受挫。
humidity	noun	noun	the amount of water vapor present in the air	濕度	氣象用語，常見 high humidity（高濕度），常與 temperature 一起討論天氣狀況。	The humidity made the summer heat feel even more unbearable.	濕度讓夏天的酷熱感覺更加難以忍受。
humiliate	verb	verb	to cause someone to feel ashamed or foolish, damaging their pride	羞辱；使難堪	常用被動語態 be humiliated，強調公開讓人蒙羞，語氣強烈。	He was humiliated in front of his classmates when he forgot his lines.	他忘詞時在同學面前出了醜，感到很難堪。
humility	noun	noun	a modest or low view of one's own importance	謙遜；謙卑	常見 with humility（懷著謙遜之心），為正面特質，常與 humble 搭配使用。	She accepted the award with humility, thanking her entire team.	她謙遜地接受了這個獎項，並向整個團隊表達感謝。
humor	noun	noun	the quality of being amusing, or a person's mood or temperament	幽默感；心情	美式拼法，英式為 humour；常見 a sense of humor（幽默感）、in a good humor（心情愉快）。	He has a great sense of humor that puts everyone at ease.	他的幽默感很好，能讓每個人都感到自在。
hunch	noun	noun	a feeling or guess based on intuition rather than known facts	直覺；預感	常見 have a hunch（有個直覺）、act on a hunch（憑直覺行動）。	I had a hunch that something was wrong even before she told me.	在她告訴我之前，我就有種預感覺得不對勁。
